strain	submitting_lab	originating_lab
A/HongKong/CUHK41222/1997	other_database_import	
A/Malaysia/17332/1998	other_database_import	
A/Thailand/Siriraj-08/1998	other_database_import	
A/Netherlands/427/1998	other_database_import	
A/Malaysia/10759/1999	other_database_import	
A/Victoria/507/1998	who_collaborating_centre_for_reference_and_research_on_influenza	monash_medical_centre
A/Malaysia/17230/1998	other_database_import	
A/Sichuan/346/1998-egg	who_collaborating_centre_for_reference_and_research_on_influenza	who_chinese_national_influenza_center
A/Malaysia/17392/1998	other_database_import	
A/Neuquen/V541/1998	other_database_import	
A/Netherlands/462/1998	other_database_import	
A/Berlin/90/1998	other_database_import	
A/Salta/V793/1998	other_database_import	
A/Ushuaia/R127/1998	other_database_import	
A/Ushuaia/R254/1998	other_database_import	
A/Tucuman/V425/1998	other_database_import	
A/Tucuman/V694/1998	other_database_import	
A/BuenosAires/V191/1998	other_database_import	
A/Ushuaia/R270/1998	other_database_import	
A/BuenosAires/V235/1998	other_database_import	
A/Ushuaia/R13/1998	other_database_import	
A/Ushuaia/R274/1998	other_database_import	
A/Cordoba/V185/1998	other_database_import	
A/Cordoba/V391/1998	other_database_import	
A/Cordoba/V584/1998	other_database_import	
A/Cordoba/V651/1998	other_database_import	
A/Neuquen/V690/1998	other_database_import	
A/Malaysia/12726/1997	other_database_import	
A/Malaysia/13241/1997	other_database_import	
A/Taiwan/1342/1997	other_database_import	
A/Darwin/1/1998	who_collaborating_centre_for_reference_and_research_on_influenza	royal_darwin_hospital
A/HongKong/CUHK33915/1999	other_database_import	
A/BuenosAires/M14/1999	other_database_import	
A/Malaysia/10877/1996	other_database_import	
A/HongKong/CUHK17697/1998	other_database_import	
A/HongKong/CUHK16614/1998	other_database_import	
A/HongKong/CUHK17704/1998	other_database_import	
A/HongKong/CUHK17643/1998	other_database_import	
A/HongKong/CUHK17603/1998	other_database_import	
A/HongKong/CUHK18886/1998	other_database_import	
A/Berlin/185/1999	other_database_import	
A/NewYork/435/2000	other_database_import	
A/NewYork/138/1999	other_database_import	
A/Netherlands/301/1999	erasmus_medical_center	erasmus_medical_center
A/NewSouthWales/21/1999	other_database_import	
A/Johannesburg/79/2001-egg	who_collaborating_centre_for_reference_and_research_on_influenza	national_institute_for_communicable_disease
A/Athens/135/1999	other_database_import	
A/NewSouthWales/2/1999	other_database_import	
A/Philippines/26/1999-egg	who_collaborating_centre_for_reference_and_research_on_influenza	research_institute_of_tropical_medicine
A/HongKong/CUHK50552/1998	other_database_import	
A/Greece/132/1999	other_database_import	
A/NewYork/456/1999	other_database_import	
A/NewYork/458/1999	other_database_import	
A/HongKong/CUHK50722/1998	other_database_import	
A/Panama/2007/1999-egg	centers_for_disease_control_and_prevention	u.s._air_force_school_of_aerospace_medicine
A/Panama/2007/1999	other_database_import	u.s._air_force_school_of_aerospace_medicine
A/Athens/94/1998	other_database_import	
A/NewYork/521/1998	other_database_import	
A/NewYork/518/1998	other_database_import	
A/Netherlands/5/1998	other_database_import	
A/NewYork/541/1998	other_database_import	
A/NewYork/534/1998	other_database_import	
A/NewYork/509/1997	other_database_import	
A/NewYork/516/1997	other_database_import	
A/NewYork/511/1997	other_database_import	
A/NewYork/519/1998	other_database_import	
A/NewYork/531/1998	other_database_import	
A/HongKong/CUHK10632/1998	other_database_import	
A/NewYork/549/1998	other_database_import	
A/NewYork/547/1997	other_database_import	
A/HongKong/CUHK20217/1997	other_database_import	
A/Perth/8/1997	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre
A/Perth/201C/1998	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre
A/Perth/201D/1998	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre
A/Perth/201A/1998	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre
A/Perth/201B/1998	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre
A/Perth/201G/1998	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre
A/Perth/201H/1998	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre
A/Perth/201L/1998	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre
A/Perth/201K/1998	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre
A/Perth/201I/1998	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre
A/Perth/201M/1998	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre
A/HongKong/CUHK22013/1997	other_database_import	
A/HongKong/CUHK20731/1997	other_database_import	
A/HongKong/CUHK12794/1997	other_database_import	
A/Tasmania/1/1997	who_collaborating_centre_for_reference_and_research_on_influenza	royal_hobart_hospital
A/Perth/5/1997	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre
A/HongKong/CUHK4391/1997	other_database_import	
A/Victoria/47/1997	who_collaborating_centre_for_reference_and_research_on_influenza	who_collaborating_centre_for_reference_and_research_on_influenza
A/HongKong/CUHK20320/1997	other_database_import	
A/Perth/11/1997	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre
A/Perth/9/1997	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre
A/HongKong/CUHK12626/1997	other_database_import	
A/Perth/6/1997	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre
A/Taiwan/1335/1997	other_database_import	
A/BuenosAires/4559/1996	other_database_import	
A/BuenosAires/4459/1996	other_database_import	
A/BuenosAires/4634/1996	other_database_import	
A/BuenosAires/32/1996	other_database_import	
A/HongKong/CUHK17707/1998	other_database_import	
A/NewSouthWales/5/1999	other_database_import	
A/Victoria/3/1999-egg		seasonal_h3n2
A/Victoria/3/1999	other_database_import	who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/523/2001	who_collaborating_centre_for_reference_and_research_on_influenza	monash_medical_centre
A/NewYork/197/2003	other_database_import	
A/Chile/8266a/2003-egg	who_collaborating_centre_for_reference_and_research_on_influenza	centers_for_disease_control_and_prevention
A/NewYork/194/2003	other_database_import	
A/HongKong/CUHK13658/2001	other_database_import	
A/NewYork/301/2001	other_database_import	
A/WesternAustralia/14/2001	other_database_import	
A/Netherlands/118/2001	erasmus_medical_center	erasmus_medical_center
A/Auckland/604/2001	other_database_import	
A/Brazil/1404/2003-egg	who_collaborating_centre_for_reference_and_research_on_influenza	centers_for_disease_control_and_prevention
A/Queensland/20/2001	other_database_import	
A/Wellington/34/2001	other_database_import	
A/NewYork/90/2002	other_database_import	
A/Bayern/16/2002	other_database_import	
A/Berlin/3/2002	other_database_import	
A/Chile/6416/2001-egg	who_collaborating_centre_for_reference_and_research_on_influenza	centers_for_disease_control_and_prevention
A/Sydney/44/2001	who_collaborating_centre_for_reference_and_research_on_influenza	clinical_virology_unit,_cdim
A/Sydney/44/2001-egg	who_collaborating_centre_for_reference_and_research_on_influenza	clinical_virology_unit,_cdim
A/Waikato/21/2002	other_database_import	
A/Victoria/116/2002	who_collaborating_centre_for_reference_and_research_on_influenza	victorian_infectious_diseases_reference_laboratory_
A/Victoria/105/2002	who_collaborating_centre_for_reference_and_research_on_influenza	victorian_infectious_diseases_reference_laboratory_
A/Queensland/16/2001	other_database_import	
A/Auckland/603/2001	other_database_import	
A/WesternAustralia/34/2002	other_database_import	
A/NewYork/100/2002	other_database_import	
A/Sydney/21/2002	who_collaborating_centre_for_reference_and_research_on_influenza	clinical_virology_unit,_cdim
A/Taiwan/231/2002	other_database_import	
A/NewYork/117/2002	other_database_import	
A/Finland/22/2002	other_database_import	
A/Finland/51/2002	other_database_import	
A/NewYork/402/2001	other_database_import	
A/NewYork/93/2002	other_database_import	
A/NewYork/416/2002	other_database_import	
A/NewYork/401/2001	other_database_import	
A/Denmark/1/2002	other_database_import	
A/NewYork/85/2001	other_database_import	
A/HongKong/CUHK6206/2002	other_database_import	
A/HongKong/CUHK21582/2002	other_database_import	
A/Texas/NHRC0001/2002	other_database_import	
A/Missouri/NHRC0001/2002	other_database_import	
A/Malaysia/22387/2002	other_database_import	
A/NewYork/80/2001	other_database_import	
A/NewYork/84/2001	other_database_import	
A/Wellington/7/2002	other_database_import	
A/Wellington/70/2002	other_database_import	
A/Bangkok/103/2002	who_collaborating_centre_for_reference_and_research_on_influenza	who_national_influenza_centre,_national_institute_of_medical_research_(nimr)
A/Morioka/52/2002	other_database_import	
A/Morioka/34/2002	other_database_import	
A/Genoa/1/2002	other_database_import	
A/Hessen/2/2002	other_database_import	
A/Netherlands/333/2002	erasmus_medical_center	
A/Taiwan/3565/2002	other_database_import	
A/Denmark/6/2002	other_database_import	
A/NewYork/113/2002	other_database_import	
A/Wellington/83/2002	other_database_import	
A/Waikato/29/2002	other_database_import	
A/Wellington/80/2002	other_database_import	
A/Canterbury/49/2002	other_database_import	
A/Canterbury/13/2002	other_database_import	
A/Auckland/611/2002	other_database_import	
A/Wellington/38/2002	other_database_import	
A/Canterbury/34/2002	other_database_import	
A/NewYork/124/2001	other_database_import	
A/NewYork/273/2001	other_database_import	
A/NewYork/102/2002	other_database_import	
A/NewYork/419/2002	other_database_import	
A/NewYork/82/2001	other_database_import	
A/NewYork/55/2001-egg	who_collaborating_centre_for_reference_and_research_on_influenza	centers_for_disease_control_and_prevention
A/NewYork/55/2001	other_database_import	centers_for_disease_control_and_prevention
A/NewYork/71/2001	other_database_import	
A/NewYork/131/2001	other_database_import	
A/NewYork/408/2002	other_database_import	
A/NewYork/83/2001	other_database_import	
A/NewYork/134/2002	other_database_import	
A/NewYork/127/2001	other_database_import	
A/NewYork/77/2001	other_database_import	
A/NewYork/135/2002	other_database_import	
A/NewYork/91/2002	other_database_import	
A/NewYork/94/2001	other_database_import	
A/NewYork/104/2002	other_database_import	
A/NewYork/121/2002	other_database_import	
A/Denmark/22/2002	other_database_import	
A/Denmark/24/2002	other_database_import	
A/Denmark/26/2002	other_database_import	
A/NewYork/216/2003	other_database_import	
A/NewYork/215/2003	other_database_import	
A/Mexico/InDRE2662/2003-egg	other_database_import	
A/Christchurch/2/2003	who_collaborating_centre_for_reference_and_research_on_influenza	canterbury_health_services
A/England/805/2003	other_database_import	
A/Netherlands/312/2003	other_database_import	
A/Charlottesville/3/2004	other_database_import	
A/England/547/2003	other_database_import	
A/Brisbane/340/2003-egg	who_collaborating_centre_for_reference_and_research_on_influenza	queensland_health_forensic_and_scientific_services_
A/Hessen/16/2004	other_database_import	
A/NewYork/480/2004	other_database_import	
A/NewYork/45/2003	other_database_import	
A/NewYork/23/2003	other_database_import	
A/Taiwan/1569/2004	who_collaborating_centre_for_reference_and_research_on_influenza	center_for_disease_control
A/Malaysia/1010/2003	who_collaborating_centre_for_reference_and_research_on_influenza	institute_for_medical_research
A/NewCaledonia/20/2003	who_collaborating_centre_for_reference_and_research_on_influenza	institut_pasteur_new_caledonia
A/Dunedin/1/2003	who_collaborating_centre_for_reference_and_research_on_influenza	institute_of_environmental_science_&_research
A/Christchurch/103/2003	who_collaborating_centre_for_reference_and_research_on_influenza	canterbury_health_services
A/Christchurch/46/2003	who_collaborating_centre_for_reference_and_research_on_influenza	canterbury_health_services
A/Victoria/149/2003	who_collaborating_centre_for_reference_and_research_on_influenza	victorian_infectious_diseases_reference_laboratory_
A/Missouri/NHRC0001/2003	other_database_import	
A/NewYork/36/2003	other_database_import	
A/Texas/141/2003-egg		seasonal_h3n2
A/SouthCarolina/NHRC0002/2003	other_database_import	
A/NewYork/40/2003	other_database_import	
A/NewYork/268/2003	other_database_import	
A/NewYork/24/2003	other_database_import	
A/NewYork/16/2003	other_database_import	
A/Okayama/23/2004	who_collaborating_centre_for_reference_and_research_on_influenza	national_institute_of_infectious_diseases_(niid)
A/Singapore/68/2004	who_collaborating_centre_for_reference_and_research_on_influenza	singapore_general_hospital
A/WesternAustralia/58/2004	other_database_import	
A/Queensland/42/2004	other_database_import	
A/Christchurch/28/2003-egg		seasonal_h3n2
A/Christchurch/28/2003	other_database_import	
A/Waikato/147/2003	other_database_import	
A/Canterbury/401/2003	other_database_import	
A/Waikato/94/2003	other_database_import	
A/Canterbury/404/2003	other_database_import	
A/Waikato/122/2003	other_database_import	
A/Australia/NHRC0004/2003	other_database_import	
A/Australia/NHRC0010/2003	other_database_import	
A/Canterbury/408/2003	other_database_import	
A/Waikato/15/2003	other_database_import	
A/Australia/NHRC0003/2003	other_database_import	
A/England/520/2003	other_database_import	
A/HongKong/CUHK75994/2003	other_database_import	
A/Taiwan/295/2004	other_database_import	
A/HongKong/HKU83/2004	other_database_import	
A/Malaysia/29997/2004	other_database_import	
A/HongKong/HKU12/2004	other_database_import	
A/HongKong/HKU119/2004	other_database_import	
A/Finland/465/2003	other_database_import	
A/Finland/453/2003	other_database_import	
A/England/493/2003	other_database_import	
A/Hamburg/1/2004	other_database_import	
A/Scotland/81/2003	other_database_import	
A/England/522/2003	other_database_import	
A/Brisbane/342/2003-egg	who_collaborating_centre_for_reference_and_research_on_influenza	queensland_health_scientific_services
A/Denmark/120/2004	other_database_import	
A/England/642/2003	other_database_import	
A/NewYork/474/2003	other_database_import	
A/Taiwan/89/2003	other_database_import	
A/England/534/2003	other_database_import	
A/England/740/2003	other_database_import	
A/Denmark/17-2/2003	other_database_import	
A/Denmark/119/2004	other_database_import	
A/Denmark/117/2003	other_database_import	
A/Denmark/104/2004	other_database_import	
A/Denmark/81/2003	other_database_import	
A/Denmark/13/2002	other_database_import	
A/Denmark/114/2004	other_database_import	
A/Denmark/118/2004	other_database_import	
A/Denmark/10/2004	other_database_import	
A/Denmark/112/2004	other_database_import	
A/Denmark/6/2004	other_database_import	
A/Denmark/7/2004	other_database_import	
A/Denmark/108/2004	other_database_import	
A/Denmark/127/2004	other_database_import	
A/HongKong/CUHK18036/1998	other_database_import	
A/HongKong/CUHK19579/1998	other_database_import	
A/Malaysia/10997/1996	other_database_import	
A/Malaysia/12974/1997	other_database_import	
A/Malaysia/12550/1997	other_database_import	
A/Malaysia/12766/1997	other_database_import	
A/California/32/1999-egg	other_database_import	
A/HongKong/CUHK21128/2000	other_database_import	
A/HongKong/CUHK20173/2000	other_database_import	
A/NewYork/168/2000	other_database_import	
A/NewYork/176/2000	other_database_import	
A/NewYork/429/2000	other_database_import	
A/NewYork/182/2000	other_database_import	
A/NewYork/158/2000	other_database_import	
A/NewYork/431/2000	other_database_import	
A/NewYork/178/2000	other_database_import	
A/Saarland/10/2000	other_database_import	
A/Canterbury/98/2000	other_database_import	
A/Canterbury/93/2000	other_database_import	
A/Bangkok/62/2000	who_collaborating_centre_for_reference_and_research_on_influenza	who_national_influenza_centre,_national_institute_of_medical_research_(nimr)
A/Tehran/14/1999-egg	who_collaborating_centre_for_reference_and_research_on_influenza	tehran_university_of_medical_sciences
A/Netherlands/51/2000	erasmus_medical_center	erasmus_medical_center
A/Malaysia/41/1999	who_collaborating_centre_for_reference_and_research_on_influenza	institute_for_medical_research
A/NewSouthWales/4/1999	other_database_import	
A/HongKong/CUHK12897/1999	other_database_import	
A/HongKong/CUHK51424/2001	other_database_import	
A/Indonesia/8338/2001	who_collaborating_centre_for_reference_and_research_on_influenza	u.s._namru_2___indonesia
A/Indonesia/3277/2002	who_collaborating_centre_for_reference_and_research_on_influenza	u.s._namru_2___indonesia
A/HongKong/CUHK27348/2000	other_database_import	
A/Fujian/140/2000-egg	who_collaborating_centre_for_reference_and_research_on_influenza	centers_for_disease_control_and_prevention
A/SouthAustralia/66/2000	other_database_import	
A/NewSouthWales/36/2000	other_database_import	
A/SouthAustralia/73/2000	other_database_import	
A/Victoria/564/2000	who_collaborating_centre_for_reference_and_research_on_influenza	monash_medical_centre
A/Netherlands/126/2001	other_database_import	
A/HongKong/CUHK21733/2001	other_database_import	
A/Taiwan/124/2001	other_database_import	
A/Waikato/1/2001	other_database_import	institute_of_environmental_science_and_research_(esr)
A/Canterbury/44/2001	other_database_import	
A/Canterbury/37/2001	other_database_import	
A/Canterbury/10/2001	other_database_import	
A/Auckland/601/2000	other_database_import	
A/Auckland/598/2000	other_database_import	
A/Perth/201/2001-egg		seasonal_h3n2
A/Perth/201/2001	other_database_import	
A/Wellington/30/2000	other_database_import	
A/Waikato/5/2000	other_database_import	
A/Canterbury/56/2000	other_database_import	
A/Waikato/4/2000	other_database_import	
A/Waikato/20/2000	other_database_import	
A/Malaysia/12904/1997	other_database_import	
A/Malaysia/12942/1997	other_database_import	
A/Malaysia/13002/1997	other_database_import	
A/Malaysia/12990/1997	other_database_import	
A/Christchurch/68/1999	who_collaborating_centre_for_reference_and_research_on_influenza	canterbury_health_services
A/HongKong/CUHK12580/1999	other_database_import	
A/HongKong/CUHK14875/1999	other_database_import	
A/HongKong/CUHK13763/1999	other_database_import	
A/HongKong/CUHK32796/1999	other_database_import	
A/HongKong/CUHK34193/1999	other_database_import	
A/HongKong/CUHK33885/1999	other_database_import	
A/Philippines/101/1999	who_collaborating_centre_for_reference_and_research_on_influenza	research_institute_of_tropical_medicine
A/HongKong/CUHK10151/1999	other_database_import	
A/NewSouthWales/15/1999	other_database_import	
A/Berlin/199/1999	other_database_import	
A/Bangkok/140/2000	who_collaborating_centre_for_reference_and_research_on_influenza	who_national_influenza_centre,_national_institute_of_medical_research_(nimr)
A/HongKong/CUHK11163/1999	other_database_import	
A/HongKong/CUHK11230/1999	other_database_import	
A/HongKong/CUHK10132/1999	other_database_import	
A/Singapore/2/1999	who_collaborating_centre_for_reference_and_research_on_influenza	singapore_general_hospital
A/HongKong/CUHK12572/1999	other_database_import	
A/HongKong/CUHK11237/1999	other_database_import	
A/Moscow/10/1999-egg	other_database_import	
A/Moscow/10/1999	other_database_import	
A/Victoria/507/1999	who_collaborating_centre_for_reference_and_research_on_influenza	monash_medical_centre
A/NewSouthWales/19/1999	other_database_import	
A/Denmark/205/2000	other_database_import	
A/Johannesburg/67/2001	who_collaborating_centre_for_reference_and_research_on_influenza	national_institute_for_communicable_disease
A/Netherlands/3/2000	other_database_import	
A/Victoria/516/1999	who_collaborating_centre_for_reference_and_research_on_influenza	monash_medical_centre
A/NewSouthWales/17/1999	other_database_import	
A/Victoria/588/1999	who_collaborating_centre_for_reference_and_research_on_influenza	monash_medical_centre
A/Victoria/577/1999-egg	who_collaborating_centre_for_reference_and_research_on_influenza	monash_medical_centre
A/Victoria/577/1999	who_collaborating_centre_for_reference_and_research_on_influenza	monash_medical_centre
A/Victoria/559/1999	who_collaborating_centre_for_reference_and_research_on_influenza	monash_medical_centre
A/Victoria/522/1999	who_collaborating_centre_for_reference_and_research_on_influenza	monash_medical_centre
A/NewSouthWales/22/1999	other_database_import	
A/Victoria/338/1999	who_collaborating_centre_for_reference_and_research_on_influenza	royal_chidrens_hospital
A/Singapore/15/2001	who_collaborating_centre_for_reference_and_research_on_influenza	who_collaborating_centre_for_reference_and_research_on_influenza
A/Malaysia/17998/1998	other_database_import	
A/Malaysia/18121/1998	other_database_import	
A/Malaysia/18128/1998	other_database_import	
A/HongKong/CUHK52247/2000	other_database_import	
A/Netherlands/124/2001	other_database_import	
A/Taiwan/384/2001	other_database_import	
A/Canterbury/7/2001	other_database_import	
A/Canterbury/146/2001	other_database_import	
A/Canterbury/36/2001	other_database_import	
A/Christchurch/13/2001	who_collaborating_centre_for_reference_and_research_on_influenza	canterbury_health_services
A/Canterbury/149/2001	other_database_import	
A/HongKong/CUHK13033/2001	other_database_import	
A/HongKong/CUHK22078/2000	other_database_import	
A/Denmark/38/2000	other_database_import	
A/NewYork/427/1999	other_database_import	
A/Canterbury/179/1999	other_database_import	
A/NewYork/155/1999	other_database_import	
A/Denmark/202/2000	other_database_import	
A/HongKong/CUHK22087/2000	other_database_import	
A/Denmark/208/2000	other_database_import	
A/NewYork/422/1999	other_database_import	
A/Denmark/203/2000	other_database_import	
A/NewYork/437/2000	other_database_import	
A/HongKong/CUHK20294/2000	other_database_import	
A/Sachsen-Anhalt/6/2000	other_database_import	
A/Niedersachsen/56/2000	other_database_import	
A/Sachsen-Anhalt/19/1999	other_database_import	
A/Thuringen/169/2000	other_database_import	
A/UlanUde/1/2000-egg	who_collaborating_centre_for_reference_and_research_on_influenza	centers_for_disease_control_and_prevention
A/NewYork/153/1999	other_database_import	
A/NewYork/433/2000	other_database_import	
A/NewYork/175/2000	other_database_import	
A/NewYork/430/2000	other_database_import	
A/Denmark/35/2000	other_database_import	
A/NewYork/173/2000	other_database_import	
A/Missouri/NHRC0001/2000	other_database_import	
A/Denmark/207/2000	other_database_import	
A/NewYork/439/2000	other_database_import	
A/NewYork/166/1999	other_database_import	
A/NewYork/434/2000	other_database_import	
A/NewYork/143/1999	other_database_import	
A/Denmark/200/2000	other_database_import	
A/Denmark/204/2000	other_database_import	
A/HongKong/CUHK21124/2000	other_database_import	
A/Canterbury/84/2000	other_database_import	
A/Denmark/206/2000	other_database_import	
A/Kwangju/243/2002	other_database_import	
A/Malaysia/13329/1997	other_database_import	
