strain	originating_lab	submitting_lab
A/ElSalvador/1553/2009-egg	contiguo_a_hospital_rosales	centers_for_disease_control_and_prevention
A/ElSalvador/1553/2009	contiguo_a_hospital_rosales	centers_for_disease_control_and_prevention
A/Bogota/WRAIR0435T/2009		other_database_import
A/Lima/WRAIR0672F/2009		other_database_import
A/NewYork/35/2009-egg		centers_for_disease_control_and_prevention
A/NewYork/35/2009		centers_for_disease_control_and_prevention
A/Mexico/4603/2009-egg	laboratorio_de_virus_respiratorio	centers_for_disease_control_and_prevention
A/Qatar/80/2009	supreme_health_council	national_institute_for_medical_research
A/NewYork/39/2009		centers_for_disease_control_and_prevention
A/NewYork/9/2009-egg		centers_for_disease_control_and_prevention
A/Mexico/4482/2009-egg	laboratorio_de_virus_respiratorio	centers_for_disease_control_and_prevention
A/Mexico/4482/2009	laboratorio_de_virus_respiratorio	centers_for_disease_control_and_prevention
A/Ireland/35497/2009	national_virus_reference_laboratory	national_institute_for_medical_research
A/Taiwan/65048/2010		other_database_import
A/Pune/NIV6196/2009		other_database_import
A/Bangalore/NIV236/2009		other_database_import
A/NewBrunswick/RV2474/2009		other_database_import
A/Hunan/SWL3/2009-egg		who_chinese_national_influenza_center
A/Hunan/SWL3/2009		other_database_import
A/Uganda/MUWRP-059/2009		other_database_import
A/Argentina/9588/2009		other_database_import
A/Argentina/HNRG106/2009-egg		other_database_import
A/Argentina/7785/2009		other_database_import
A/Venezuela/27/2010	"instituto_nacional_de_higiene_""rafael_rangel"""	centers_for_disease_control_and_prevention
A/Colombia/394/2009	instituto_nacional_de_salud_de_columbia	centers_for_disease_control_and_prevention
A/Mexico/4635/2009	laboratorio_de_virus_respiratorio	centers_for_disease_control_and_prevention
A/Mexico/4603/2009	laboratorio_de_virus_respiratorio	centers_for_disease_control_and_prevention
A/NewYork/34/2009		centers_for_disease_control_and_prevention
A/Chennai/NIV658/2009		other_database_import
A/Singapore/SS43/2010		other_database_import
A/Belgrade/WRAIR2385T/2009		other_database_import
A/Vietnam/850/2009		other_database_import
A/Russia/61/2009-egg		other_database_import
A/Osaka/2024/2009		national_institute_of_infectious_diseases_(niid)
A/Yamagata/534/2009	yamagata_prefectural_institute_of_public_health	national_institute_of_infectious_diseases_(niid)
A/Nagasaki-C/58/2009	nagasaki_municipal_public_health_and_environment_laboratory	national_institute_of_infectious_diseases_(niid)
A/Uganda/430/2009	uganda_virus_research_institute_(uvri),_national_influenza_center	centers_for_disease_control_and_prevention
A/Morocco/671/2009	institut_national_d_hygiene,_ministere_de_la_sante_sante	national_institute_of_hygiene
A/NewYork/24/2009		centers_for_disease_control_and_prevention
A/Guangdong-Futian/SWL1480/2009-egg		who_chinese_national_influenza_center
A/Singapore/ON477/2009		other_database_import
A/NewYork/27/2009-egg		centers_for_disease_control_and_prevention
A/Tianjin/SWL4/2009-egg		who_chinese_national_influenza_center
A/Hainan/SWL2/2009-egg		who_chinese_national_influenza_center
A/CostaRica/5529/2010	laboratorio_nacional_de_influenza	centers_for_disease_control_and_prevention
A/Brazil/3931/2010	instituto_adolfo_lutz	centers_for_disease_control_and_prevention
A/Brazil/1394/2010	instituto_adolfo_lutz	centers_for_disease_control_and_prevention
A/Argentina/HNRG41/2009-egg		other_database_import
A/Fujian-Gulou/SWL1257/2010-egg		who_chinese_national_influenza_center
A/Bangladesh/3009/2009-egg	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	centers_for_disease_control_and_prevention
A/Fujian-Gulou/SWL11875/2009-egg		who_chinese_national_influenza_center
A/Fujian-Gulou/SWL11954/2009-egg		who_chinese_national_influenza_center
A/Fujian-Gulou/SWL11951/2009-egg		who_chinese_national_influenza_center
A/Bangladesh/2001/2009-egg	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	centers_for_disease_control_and_prevention
A/Argentina/HNRG3/2009-egg		other_database_import
A/Argentina/HNRG8/2009-egg		other_database_import
A/Iran/2521/2009-egg	tehran_university_of_medical_sciences	national_institute_for_medical_research
A/Auckland/3/2009-egg	auckland_hospital	who_collaborating_centre_for_reference_and_research_on_influenza
A/Auckland/1/2009-egg	auckland_hospital	who_collaborating_centre_for_reference_and_research_on_influenza
A/Auckland/1/2009	auckland_hospital	who_collaborating_centre_for_reference_and_research_on_influenza
A/Auckland/3/2009	auckland_hospital	who_collaborating_centre_for_reference_and_research_on_influenza
A/Singapore/DMS53/2009		other_database_import
A/Singapore/DMS58/2009		other_database_import
A/Singapore/KK87/2010		other_database_import
A/Singapore/DMS75/2010		other_database_import
A/Lorestan/1599/2009		other_database_import
A/Bogota/466N/2009		other_database_import
A/Hungary/20/2009-egg	b._johan_national_center_for_epidemiology,_national_influenza_center	centers_for_disease_control_and_prevention
A/Hungary/20/2009	b._johan_national_center_for_epidemiology,_national_influenza_center	centers_for_disease_control_and_prevention
A/Ningxia-Xixia/SWL116/2010		who_chinese_national_influenza_center
A/Argentina/HNRG49/2009-egg		other_database_import
A/Vietnam/1-1880/2009		other_database_import
A/Korea/CJ19/2009		other_database_import
A/Korea/CJ40/2009		other_database_import
A/Guam/NHRC0027/2009		other_database_import
A/Yap/2033/2009	yap_state_hospital	who_collaborating_centre_for_reference_and_research_on_influenza
A/Fukushima/9FY016/2009		other_database_import
A/NewYork/21/2009-egg		centers_for_disease_control_and_prevention
A/NewYork/58/2009		centers_for_disease_control_and_prevention
A/Chile/1586/2009		other_database_import
A/NorthCarolina/38/2009-egg	north_carolina_state_laboratory_of_public_health	centers_for_disease_control_and_prevention
A/NorthCarolina/38/2009	north_carolina_state_laboratory_of_public_health	centers_for_disease_control_and_prevention
A/Argentina/HNRG45/2009-egg		other_database_import
A/Malaysia/2089888/2009		other_database_import
A/NewYork/109/2009-egg	new_york_city_department_of_health	centers_for_disease_control_and_prevention
A/Ohio/7/2009-egg	ohio_department_of_health_laboratories	centers_for_disease_control_and_prevention
A/Chile/19/2009		other_database_import
A/Victoria/2083/2009-egg	victorian_infectious_diseases_reference_laboratory_	who_collaborating_centre_for_reference_and_research_on_influenza
A/Guam/NHRC0022/2009		other_database_import
A/Hunan/SWL18/2009-egg		who_chinese_national_influenza_center
A/Fiji/2035/2009-egg	national_centre_for_scientific_services_for_virology__and_vector_borne_diseases	who_collaborating_centre_for_reference_and_research_on_influenza
A/Wellington/2028/2009	institute_of_environmental_science_and_research	who_collaborating_centre_for_reference_and_research_on_influenza
A/Wellington/9/2009-egg	institute_of_environmental_science_and_research	who_collaborating_centre_for_reference_and_research_on_influenza
A/Taiwan/T1821/2009		other_database_import
A/NewYork/31/2009-egg		centers_for_disease_control_and_prevention
A/Delhi/NIV3610/2009		other_database_import
A/Embu/169/2009	ari_unit,_kenya_medical_research_institute_(kemri___nic),_centre_for_virus_research_annex,_p.o_box_54628	kenya_medical_research_institute
A/Zhejiang/1/2009		other_database_import
A/Taiwan/7717/2009		other_database_import
A/Akita/1/2009		other_database_import
A/Bangalore/6206-12/2009		other_database_import
A/Korea/9741/2009-egg	u.s._air_force_school_of_aerospace_medicine	centers_for_disease_control_and_prevention
A/Cyprus/S2330/2009	nicosia_general_hospital	national_institute_for_medical_research
A/Astrakhan/CRIE-CHRM/2009		other_database_import
A/Guangdong-Luohu/SWL1755/2009-egg		who_chinese_national_influenza_center
A/Guangdong-Luohu/SWL1808/2009-egg		who_chinese_national_influenza_center
A/Victoria/528/2009-egg	monash_medical_centre	who_collaborating_centre_for_reference_and_research_on_influenza
A/Helwan/746/2009	vacsera	national_institute_for_medical_research
A/SouthCarolina/47/2009-egg	u.s._air_force_school_of_aerospace_medicine	centers_for_disease_control_and_prevention
A/Austria/5/2009-egg	department_of_virology,_medical_university_vienna	medical_university_vienna
A/Catalonia/S1587/2009		other_database_import
A/Catalonia/S1674/2009		other_database_import
A/Catalonia/S1944/2009		other_database_import
A/NewYork/13/2009-egg		centers_for_disease_control_and_prevention
A/Iran/572/2009-egg	seasonal_h1n1pdm	
A/Iran/1519/2009		other_database_import
A/Moldova/93/2010	national_centre_for_preventive_medicine	national_institute_for_medical_research
A/Austria/330/2009-egg	department_of_virology,_medical_university_vienna	medical_university_vienna
A/Austria/309/2009-egg	department_of_virology,_medical_university_vienna	medical_university_vienna
A/Austria/174/2009-egg	department_of_virology,_medical_university_vienna	medical_university_vienna
A/Austria/244/2009-egg	department_of_virology,_medical_university_vienna	medical_university_vienna
A/Austria/158/2009-egg	department_of_virology,_medical_university_vienna	medical_university_vienna
A/Austria/94/2009-egg	department_of_virology,_medical_university_vienna	medical_university_vienna
A/Paraguay/165HCl/2009		other_database_import
A/Tanzania/831/2011	national_influenza_lab	centers_for_disease_control_and_prevention
A/Tennessee/F1060/2010		other_database_import
A/Goroka/17/2010	papua_new_guinea_institute_of_medical_research	who_collaborating_centre_for_reference_and_research_on_influenza
A/Goroka/15/2010	papua_new_guinea_institute_of_medical_research	who_collaborating_centre_for_reference_and_research_on_influenza
A/EastSepik/1/2010	papua_new_guinea_institute_of_medical_research	who_collaborating_centre_for_reference_and_research_on_influenza
A/Shanghai/2167T/2010		other_database_import
A/Moscow/WRAIR4314N/2011		other_database_import
A/Peru/5610/2010	us_namru_6	centers_for_disease_control_and_prevention
A/Peru/16/2013	us_namru_6	centers_for_disease_control_and_prevention
A/Peru/108/2013	us_namru_6	centers_for_disease_control_and_prevention
A/Singapore/ON894/2009		other_database_import
A/Mexico/5569/2009-egg	laboratorio_de_virus_respiratorio	centers_for_disease_control_and_prevention
A/Wisconsin/629-D02367/2009		other_database_import
A/Argentina/9333/2009		other_database_import
A/Manitoba/RV2032-10/2009		other_database_import
A/Malaysia/9451/2009		other_database_import
A/Singapore/GP437/2010		other_database_import
A/Bangalore/11658-15/2009		other_database_import
A/Morocco/893/2009	institut_national_d_hygiene,_ministere_de_la_sante_sante	national_institute_of_hygiene
A/Oman/SQUH-40/2010		other_database_import
A/Guangdong-Luohu/SWL130/2010-egg		who_chinese_national_influenza_center
A/Argentina/HNRG16/2009-egg		other_database_import
A/Fiji/2184/2009-egg	national_centre_for_scientific_services_for_virology__and_vector_borne_diseases	who_collaborating_centre_for_reference_and_research_on_influenza
A/NewYork/102/2009	westchester_county_department_of_laboratories_&_research	centers_for_disease_control_and_prevention
A/Argentina/HNRG13/2009-egg		other_database_import
A/Mexico/4593/2009	laboratorio_de_virus_respiratorio	centers_for_disease_control_and_prevention
A/NewYork/14/2009-egg		centers_for_disease_control_and_prevention
A/Argentina/HNRG21/2009-egg		other_database_import
A/Argentina/HNRG18/2009-egg		other_database_import
A/Argentina/HNRG39/2009-egg		other_database_import
A/Argentina/HNRG32/2009-egg		other_database_import
A/Argentina/HNRG20/2009-egg		other_database_import
A/Argentina/HNRG31/2009-egg		other_database_import
A/Argentina/HNRG14/2009-egg		other_database_import
A/Argentina/HNRG42/2009-egg		other_database_import
A/Argentina/HNRG40/2009-egg		other_database_import
A/Argentina/HNRG33/2009-egg		other_database_import
A/Argentina/HNRG48/2009-egg		other_database_import
A/Argentina/HNRG5/2009-egg		other_database_import
A/Argentina/HNRG36/2009-egg		other_database_import
A/Argentina/HNRG15/2009-egg		other_database_import
A/India/4725/2009	national_institute_of_virology	centers_for_disease_control_and_prevention
A/NewYork/37/2009-egg		centers_for_disease_control_and_prevention
A/Australia/38/2009		other_database_import
A/Australia/47/2009		other_database_import
A/Guangdong-Ruizhou/SWL1433/2009-egg		who_chinese_national_influenza_center
A/Chiba/17/2010	chiba_prefectural_institute_of_public_health	national_institute_of_infectious_diseases_(niid)
A/Aichi/118/2010	aichi_prefectural_institute_of_public_health	aichi_prefectural_institute_of_public_health
A/Texas/461917783/2009		other_database_import
A/SouthCarolina/10/2010-egg		other_database_import
A/SouthCarolina/2/2010-egg	south_carolina_department_of_health	centers_for_disease_control_and_prevention
A/India/NIV1028800/2010		other_database_import
A/India/NIV1028816/2010		other_database_import
A/Stockholm/5/2010	swedish_institute_for_infectious_disease_control	swedish_institute_for_infectious_disease_control
A/SriLanka/23194/2010		other_database_import
A/Ontario/741328/2010		other_database_import
A/Yokohama/84/2010	yokohama_city_institute_of_public_health.	national_institute_of_infectious_diseases_(niid)
A/Yamagata/203/2011	yamagata_prefectural_institute_of_public_health	national_institute_of_infectious_diseases_(niid)
A/HongKong/3934/2011	government_virus_unit	national_institute_for_medical_research
A/Uganda/MUWRP-240/2011		other_database_import
A/StPetersburg/11/2011-egg	russian_academy_of_medical_sciences	centers_for_disease_control_and_prevention
A/Boston/DOA14/2011		other_database_import
A/NewYork/20/2009-egg	new_york_city_department_of_health	centers_for_disease_control_and_prevention
A/NewYork/24/2009-egg		centers_for_disease_control_and_prevention
A/NewYork/37/2009		centers_for_disease_control_and_prevention
A/NewYork/20/2009	new_york_city_department_of_health	centers_for_disease_control_and_prevention
A/Ohio/7/2009	ohio_department_of_health_laboratories	centers_for_disease_control_and_prevention
A/Ivanovo/CRIE-KOE/2009		other_database_import
A/Ghana/FS-1921/2009	university_of_ghana	national_institute_for_medical_research
A/Tomsk/3/2009		other_database_import
A/Belarus/94/2009-egg	laboratory_of_influenza_and_ili_	national_institute_for_medical_research
A/Tver/IIV2969/2009		other_database_import
A/Iraq/8531/2009-egg	u.s._air_force_school_of_aerospace_medicine	centers_for_disease_control_and_prevention
A/Orenburg/IIV-13/2010-egg	seasonal_h1n1pdm	
A/Wisconsin/629-D01244/2009		other_database_import
A/Yaroslavl/IIV-198/2009-egg	seasonal_h1n1pdm	
A/Vietnam/13032008/2009		other_database_import
A/Bishkek/3/2009		other_database_import
A/Taiwan/65052/2010		other_database_import
A/Assam/2585/2010		other_database_import
A/Sendai/TU11/2010		other_database_import
A/Thailand/KS08356/2010		other_database_import
A/Malatya/TR-29/2011	refik_saydam_national_public_health_agency	national_institute_for_medical_research
A/Taiwan/967/2011-egg	center_for_disease_control	centers_for_disease_control_and_prevention
A/Taiwan/1325/2011	center_for_disease_control	national_institute_of_infectious_diseases_(niid)
A/Jiangsu-Nanjinggulou/SWL11133/2009		who_chinese_national_influenza_center
A/Fujian-Yanping/SWL146/2010		who_chinese_national_influenza_center
A/Korea/3623/2009-egg	u.s._air_force_school_of_aerospace_medicine	centers_for_disease_control_and_prevention
A/Chongqing-Nanchuan/SWL31/2010-egg		who_chinese_national_influenza_center
A/Shenzhen/71/2009		other_database_import
A/Jiangsu/S61/2009		other_database_import
A/Guangxi/SWL9/2009		who_chinese_national_influenza_center
A/Jiangxi-Donghu/SWL54/2010		who_chinese_national_influenza_center
A/Shanghai-Zhangning/SWL1700/2010-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center
A/Hubei-Hongshan/SWL143/2010-egg		who_chinese_national_influenza_center
A/Russia/100/2009-egg		other_database_import
A/Beijing/718/2009		other_database_import
A/Xian/10/2009		other_database_import
A/Shanxi-Lishi/SWL530/2009		who_chinese_national_influenza_center
A/Sichuan-Cuiping/SWL1197/2009		who_chinese_national_influenza_center
A/Hunan-Yueyanglou/SWL1432/2009-egg		who_chinese_national_influenza_center
A/Jiangxi-Donghu/SWL131/2010		who_chinese_national_influenza_center
A/Tianjin-Hexi/SWL11/2010		who_chinese_national_influenza_center
A/TianjinNinghe/SWL49/2009		other_database_import
A/Guangdong/4220/2010		other_database_import
A/HongKong/1886/2010	government_virus_unit	national_institute_for_medical_research
A/Neimenggu-Huimin/SWL18/2010-egg		who_chinese_national_influenza_center
A/Chongqing-Yuzhong/SWL119/2010		who_chinese_national_influenza_center
A/Osaka/58/2010	osaka_prefectural_institute_of_public_health	national_institute_of_infectious_diseases_(niid)
A/Fujian-Gulou/SWL1494/2010-egg		who_chinese_national_influenza_center
A/Olgii/9911/2009		other_database_import
A/Bangalore/8973-04/2009		other_database_import
A/Yavatmal/NIV9438/2009		other_database_import
A/Kenya/53/2009		other_database_import
A/Russia/12/2009-egg		other_database_import
A/Vologda/3/2010-egg	seasonal_h1n1pdm	
A/Ankara/WR1429T/2009		other_database_import
A/Oman/SQUH-36/2010		other_database_import
A/Sydney/DD3-11/2010		other_database_import
A/Shanghai/SWL4/2009-egg		who_chinese_national_influenza_center
A/Russia/74/2009-egg		other_database_import
A/Umea/9/2009		swedish_institute_for_infectious_disease_control
A/Russia/19/2009-egg		other_database_import
A/Brazil/8546/2010	national_influenza_center	centers_for_disease_control_and_prevention
A/Hungary/2/2010		other_database_import
A/Russia/165/2009-egg		other_database_import
A/Russia/180/2009-egg		other_database_import
A/Russia/178/2009-egg		other_database_import
A/Ternopil/5/2009	institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine	national_institute_for_medical_research
A/Russia/190/2009-egg		other_database_import
A/Tver/IIV-183/2009-egg	seasonal_h1n1pdm	
A/Karasuk/1/2010		other_database_import
A/StPetersburg/20/2010-egg	seasonal_h1n1pdm	
A/Orenburg/IIV-13/2010		other_database_import
A/Cherkasy/333/2009-egg	institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine	national_institute_for_medical_research
A/Cherkasy/346/2009-egg	institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine	national_institute_for_medical_research
A/Russia/171/2009-egg		other_database_import
A/Ukraine/131/2010	institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine	national_institute_for_medical_research
A/Darwin/2131/2009-egg	influenza_surveillance_centre_for_disease_control	who_collaborating_centre_for_reference_and_research_on_influenza
A/Wellington/232/2009	institute_of_environmental_science_and_research	who_collaborating_centre_for_reference_and_research_on_influenza
A/WallisAndFutuna/2000/2009	laboratoire_de_biologie_medicale	who_collaborating_centre_for_reference_and_research_on_influenza
A/StPetersburg/14/2010		other_database_import
A/Fiji/2173/2009-egg	national_centre_for_scientific_services_for_virology__and_vector_borne_diseases	who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/2112/2009	victorian_infectious_diseases_reference_laboratory_	who_collaborating_centre_for_reference_and_research_on_influenza
A/Srilanka/2001/2009		who_collaborating_centre_for_reference_and_research_on_influenza
A/Tasmania/2004/2009-egg	royal_hobart_hospital	who_collaborating_centre_for_reference_and_research_on_influenza
A/Fiji/2029/2009-egg	national_centre_for_scientific_services_for_virology__and_vector_borne_diseases	who_collaborating_centre_for_reference_and_research_on_influenza
A/Guam/2/2010	pihoa_regional_public_health_laboratory_services	who_collaborating_centre_for_reference_and_research_on_influenza
A/Darwin/2141/2009-egg	royal_darwin_hospital	who_collaborating_centre_for_reference_and_research_on_influenza
A/Darwin/2143/2009-egg	royal_darwin_hospital	who_collaborating_centre_for_reference_and_research_on_influenza
A/Australia/4/2009		other_database_import
A/Australia/1/2009		other_database_import
A/StPetersburg/3/2009-egg	russian_academy_of_medical_sciences	centers_for_disease_control_and_prevention
A/Singapore/ON2195/2009		other_database_import
A/Australia/69/2009		other_database_import
A/Australia/64/2009		other_database_import
A/Australia/66/2009		other_database_import
A/Yaroslavl/IIV-196/2009-egg	seasonal_h1n1pdm	
A/Vermont/30/2009-egg	vermont_department_of_health_laboratory	centers_for_disease_control_and_prevention
A/MexicoCity/INER17/2010		other_database_import
A/NewYork/2/2011	new_york_city_department_of_health	centers_for_disease_control_and_prevention
A/Massachusetts/9/2011	massachusetts_department_of_public_health	centers_for_disease_control_and_prevention
A/Townsville/31/2011	queensland_health_scientific_services	who_collaborating_centre_for_reference_and_research_on_influenza
A/Vermont/4/2011-egg	new_york_state_department_of_health	centers_for_disease_control_and_prevention
A/Vermont/4/2011	new_york_state_department_of_health	centers_for_disease_control_and_prevention
A/Mexico/2208/2011-egg	laboratorio_de_virus_respiratorio	centers_for_disease_control_and_prevention
A/Pennsylvania/2/2011-egg	pennsylvania_department_of_health	centers_for_disease_control_and_prevention
A/Pennsylvania/2/2011	pennsylvania_department_of_health	centers_for_disease_control_and_prevention
A/Usa/7O10/2011	university_of_washington	
A/Usa/7O9/2011	university_of_washington	
A/Ecuador/IEC00027/2010		other_database_import
A/Maryland/4/2011-egg	maryland_department_of_health_and_mental_hygiene	centers_for_disease_control_and_prevention
A/Maryland/4/2011	maryland_department_of_health_and_mental_hygiene	centers_for_disease_control_and_prevention
A/NewYork/16/2009-egg		centers_for_disease_control_and_prevention
A/Argentina/HNRG105/2009-egg		other_database_import
A/Hiroshima/201/2009-egg		other_database_import
A/Toyama/437/2009		other_database_import
A/Morocco/270/2009	institut_national_d_hygiene,_ministere_de_la_sante_sante	national_institute_of_hygiene
A/Morocco/274/2009	institut_national_d_hygiene,_ministere_de_la_sante_sante	national_institute_of_hygiene
A/NewYork/33/2009-egg		centers_for_disease_control_and_prevention
A/Argentina/7967/2009		other_database_import
A/KathmanduBGN/1-1/2009	headquarters_british_gurkhas_nepal	national_institute_for_medical_research
A/Srilanka/21/2010	medical_research_institute	who_collaborating_centre_for_reference_and_research_on_influenza
A/Bangalore/6106-16/2010		other_database_import
A/Singapore/TT67/2011		other_database_import
A/Taiwan/90262/2011		other_database_import
A/SriLanka/21406/2010		other_database_import
A/SriLanka/23127/2010		other_database_import
